som_label,Year,oni_critical_mean
0,1982,1.0756686894813636
0,1983,0.2551053411150904
0,1984,-0.36119920855993276
0,1985,-0.5418723194941858
0,1986,0.3070804041207941
0,1987,1.4065244616881107
0,1988,-0.8970380134412169
0,1989,-0.4978905800946191
0,1990,0.330712074987841
0,1991,0.5779073816155988
0,1992,0.4608735685546271
0,1993,0.311228390149003
0,1994,0.45153894194632355
0,1995,-0.30070605075827916
0,1996,-0.4253153048591767
0,1997,1.3889572556041914
0,1998,-0.391020471326878
0,1999,-1.1750377481540435
0,2000,-0.7143372794800372
0,2001,-0.2455180284741566
0,2002,0.7249419684308264
0,2003,0.24845238095238095
0,2004,0.5073303820135296
0,2005,0.019311966662245203
0,2006,0.14103146969094046
0,2007,-0.7027481540434187
0,2008,-0.5925860525268604
0,2009,0.3548746518105849
0,2010,-0.752348399434054
0,2011,-0.789448479020206
0,2012,0.03967474687182209
0,2013,-0.3115449109077243
0,2014,0.09100510677808728
0,2015,1.5972249303621169
0,2016,0.060850411195118734
1,1982,1.122234185340803
1,1983,0.24477581310301896
1,1984,-0.43388840258325556
1,1985,-0.5450527155306567
1,1986,0.3379851384998444
1,1987,1.3774091581076875
1,1988,-0.9236418456271398
1,1989,-0.5136488484282602
1,1990,0.3219944366635543
1,1991,0.645110294117647
1,1992,0.45794389978213507
1,1993,0.2850645813881108
1,1994,0.4864339207905384
1,1995,-0.3010287309368192
1,1996,-0.44529888344226576
1,1997,1.402073996265173
1,1998,-0.38209305944600064
1,1999,-1.2244760543106132
1,2000,-0.7527593954248366
1,2001,-0.26620438453159045
1,2002,0.7345853758169935
1,2003,0.2728256302521008
1,2004,0.5166628734827264
1,2005,-0.016767137410519772
1,2006,0.16437354108309993
1,2007,-0.7088218759726114
1,2008,-0.6371218487394958
1,2009,0.4107066993464052
1,2010,-0.7391066565515095
1,2011,-0.8276474478680361
1,2012,-0.005696000622471206
1,2013,-0.3157003773731715
1,2014,0.12694648692810456
1,2015,1.63390931372549
1,2016,0.08916112278244631
2,1982,1.4516489361702127
2,1983,-0.3038838230327592
2,1984,-0.3601663289429247
2,1985,-0.430273556231003
2,1986,0.5824755150287064
2,1987,1.5411702127659572
2,1988,-1.2573463356973995
2,1989,-0.26954913880445797
2,1990,0.3568448159405606
2,1991,0.675902566700439
2,1992,0.04637791286727458
2,1993,0.23571344140493075
2,1994,0.5523691320499832
2,1995,-0.6557877406281661
2,1996,-0.3633814589665654
2,1997,1.9667485646740968
2,1998,-1.0985444106720705
2,1999,-1.1898851739277272
2,2000,-0.5617375886524822
2,2001,-0.19748817966903076
2,2002,0.980531914893617
2,2003,0.22587301587301586
2,2004,0.6210900033772373
2,2005,-0.14298885511651468
2,2006,0.4568372171563661
2,2007,-0.9873480243161095
2,2008,-0.3327946639648767
2,2009,0.7093270854441066
2,2010,-1.3622526173590004
2,2011,-0.7681898007429921
2,2012,0.29626393110435667
2,2013,-0.28474417426545084
2,2014,0.24799560959135425
2,2015,2.0350042215467745
2,2016,-0.5047669706180344
3,1982,1.1085717971399087
3,1983,0.21702565236620963
3,1984,-0.3913773404098482
3,1985,-0.5396139245171754
3,1986,0.32791224384490636
3,1987,1.3902552336724163
3,1988,-1.000418878077547
3,1989,-0.4557592510688486
3,1990,0.331921347486363
3,1991,0.6185751142562288
3,1992,0.430094537815126
3,1993,0.3252627893262568
3,1994,0.47560426802299866
3,1995,-0.3243454223794781
3,1996,-0.4006956730060445
3,1997,1.4615713917145807
3,1998,-0.4688710747456878
3,1999,-1.1721482013858175
3,2000,-0.6870059339525284
3,2001,-0.23283668730650153
3,2002,0.7559146026831786
3,2003,0.19824284977148754
3,2004,0.5027696078431372
3,2005,-0.010740822644847414
3,2006,0.1825890092879257
3,2007,-0.729796734483267
3,2008,-0.5657437711926877
3,2009,0.4219289031402035
3,2010,-0.8289803553000148
3,2011,-0.7576474273920094
3,2012,0.053791648238242666
3,2013,-0.3173452012383901
3,2014,0.13739256228807312
3,2015,1.62656144036562
3,2016,-0.0363826846528085
4,1982,1.0108078231292517
4,1983,0.3372995955138812
4,1984,-0.36767788196359624
4,1985,-0.5588414690200404
4,1986,0.25862635594778455
4,1987,1.3791604614818902
4,1988,-0.9113968560397132
4,1989,-0.5004646993932708
4,1990,0.32639294907152056
4,1991,0.5796122908622909
4,1992,0.5120801158301158
4,1993,0.3428454219525648
4,1994,0.43886789851075564
4,1995,-0.24761904761904766
4,1996,-0.41068050193050193
4,1997,1.3395182938040082
4,1998,-0.32926250229821663
4,1999,-1.15714101856959
4,2000,-0.7099581724581725
4,2001,-0.2341859716859717
4,2002,0.7014398326898328
4,2003,0.20384905313476742
4,2004,0.4813527302813017
4,2005,0.033653245081816496
4,2006,0.10601627137341424
4,2007,-0.6622750045964333
4,2008,-0.6035636146350433
4,2009,0.33189993564993564
4,2010,-0.7057331310902739
4,2011,-0.751142443463872
4,2012,0.018634859349145074
4,2013,-0.322515168229454
4,2014,0.08825289575289576
4,2015,1.529137709137709
4,2016,0.07197991358705647
5,1982,1.1953466728711029
5,1983,0.08702988470089448
5,1984,-0.3896964996639264
5,1985,-0.5098383615118143
5,1986,0.39729745101080605
5,1987,1.4328525541595574
5,1988,-1.0411367044103201
5,1989,-0.4247614523551006
5,1990,0.3369547205418541
5,1991,0.6441829533116178
5,1992,0.3339477017734347
5,1993,0.28185234734501835
5,1994,0.4986529910552712
5,1995,-0.40119752081071297
5,1996,-0.4067150741947159
5,1997,1.5762428261206762
5,1998,-0.6158162065043173
5,1999,-1.1957237216276304
5,2000,-0.6765798045602606
5,2001,-0.2311690191820485
5,2002,0.8084364820846905
5,2003,0.23861389018147977
5,2004,0.5419904606793857
5,2005,-0.05051180135463524
5,2006,0.2432778811850473
5,2007,-0.7891776536890543
5,2008,-0.5248757173879324
5,2009,0.4939712269272529
5,2010,-0.9423287317098392
5,2011,-0.7821526808334626
5,2012,0.10257548730675768
5,2013,-0.31045867586991366
5,2014,0.15089712269272532
5,2015,1.7377171552660151
5,2016,-0.12045583217000155
